ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.46,53.649,43.538433,-96.731316,1353.87,1469.0380169967173,,27.0,32.258064,183.3,19 / 21,1149507,2018-06-18 23:19:57:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.43,53.996,43.538433,-96.731316,1353.87,1469.0380169967173,,27.0,32.258064,183.3,19 / 21,1150006,2018-06-18 23:19:58:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.61,54.83,43.538357,-96.73129,1354.84,1469.0380169967173,,28.8,29.032257,176.9,19 / 21,1150507,2018-06-18 23:19:58:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.55,55.254,43.538357,-96.73129,1354.84,1469.0380169967173,,28.8,29.032257,176.9,19 / 21,1151008,2018-06-18 23:19:59:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.49,59.436,43.538296,-96.731285,1355.81,1469.0380169967173,,27.0,29.032257,175.1,19 / 21,1151507,2018-06-18 23:19:59:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.46,51.464,43.538296,-96.731285,1355.81,1469.0380169967173,,27.0,29.032257,175.1,19 / 21,1152006,2018-06-18 23:20:00:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.5,51.91,43.53824,-96.73127,1354.19,1469.0380169967173,,22.5,29.032257,172.4,19 / 21,1152507,2018-06-18 23:20:00:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.53,51.57,43.53824,-96.73127,1354.19,1469.0380169967173,,22.5,29.032257,172.4,19 / 21,1153008,2018-06-18 23:20:01:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,51.003,43.538193,-96.73126,1350.65,1469.0380169967173,,18.9,29.032257,167.0,19 / 21,1153507,2018-06-18 23:20:01:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.53,50.763,43.538193,-96.73126,1350.65,1469.0380169967173,,18.9,29.032257,167.0,19 / 21,1154008,2018-06-18 23:20:02:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.47,52.518,43.538155,-96.73124,1353.55,1469.0380169967173,,16.2,29.032257,155.8,19 / 21,1154507,2018-06-18 23:20:02:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,50.409,43.538155,-96.73124,1353.55,1469.0380169967173,,16.2,29.032257,155.8,19 / 21,1155007,2018-06-18 23:20:03:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.54,52.121,43.53812,-96.73121,1353.87,1469.0380169967173,,17.1,29.032257,145.3,19 / 21,1155506,2018-06-18 23:20:03:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.51,55.398,43.53812,-96.73121,1353.87,NaN,,17.1,29.032257,145.3,19 / 21,1156007,2018-06-18 23:20:04:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.44,61.625,43.53809,-96.73117,1356.45,NaN,,14.4,32.258064,135.4,19 / 21,1156507,2018-06-18 23:20:04:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.47,55.081,43.53809,-96.73117,1356.45,NaN,,14.4,32.258064,135.4,19 / 21,1157007,2018-06-18 23:20:05:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.47,48.589,43.538074,-96.731125,1355.81,NaN,,13.5,29.032257,118.2,18 / 20,1157507,2018-06-18 23:20:05:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.44,46.493,43.538074,-96.731125,1355.81,NaN,,13.5,29.032257,118.2,18 / 20,1158008,2018-06-18 23:20:06:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,14.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,48.293,43.538055,-96.73108,1356.77,NaN,,14.4,32.258064,116.6,18 / 21,1158507,2018-06-18 23:20:06:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,12.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.53,51.795,43.538055,-96.73108,1356.77,NaN,,14.4,32.258064,116.6,18 / 21,1159008,2018-06-18 23:20:07:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,12.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.47,47.676,43.538036,-96.73104,1357.74,NaN,,14.4,32.258064,116.5,18 / 21,1159507,2018-06-18 23:20:07:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.44,48.269,43.538036,-96.73104,1357.74,NaN,,14.4,32.258064,116.5,18 / 21,1160007,2018-06-18 23:20:08:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,49.776,43.53803,-96.730995,1357.74,NaN,,14.4,32.258064,112.4,18 / 21,1160507,2018-06-18 23:20:08:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,48.149,43.53803,-96.730995,1357.74,NaN,,14.4,32.258064,112.4,18 / 21,1161008,2018-06-18 23:20:09:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,48.415,43.53802,-96.73094,1358.39,NaN,,15.3,32.258064,108.6,18 / 21,1161507,2018-06-18 23:20:09:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,48.21,43.53802,-96.73094,1358.39,NaN,,15.3,32.258064,108.6,18 / 21,1162008,2018-06-18 23:20:10:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.47,46.113,43.53799,-96.730896,1359.68,NaN,,17.1,29.032257,116.9,18 / 21,1162507,2018-06-18 23:20:10:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,48.084,43.53799,-96.730896,1359.68,NaN,,17.1,29.032257,116.9,18 / 21,1163008,2018-06-18 23:20:11:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,48.775,43.53798,-96.730835,1358.39,NaN,,17.1,29.032257,114.0,18 / 21,1163507,2018-06-18 23:20:11:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.5,48.011,43.53798,-96.730835,1358.39,NaN,,17.1,29.032257,114.0,18 / 21,1164008,2018-06-18 23:20:12:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,47.487,43.53797,-96.73078,1359.03,NaN,,16.2,32.258064,108.3,18 / 21,1164507,2018-06-18 23:20:12:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.38,46.991,43.53797,-96.73078,1359.03,NaN,,16.2,32.258064,108.3,18 / 21,1165008,2018-06-18 23:20:13:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,46.07,43.53796,-96.73072,1358.71,NaN,,17.1,32.258064,106.4,18 / 21,1165507,2018-06-18 23:20:13:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.44,48.942,43.53796,-96.73072,1358.71,NaN,,17.1,32.258064,106.4,18 / 21,1166006,2018-06-18 23:20:14:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.44,46.446,43.537952,-96.730675,1358.71,NaN,,16.2,35.48387,106.8,18 / 21,1166507,2018-06-18 23:20:14:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.41,45.095,43.537952,-96.730675,1358.71,NaN,,16.2,35.48387,106.8,18 / 21,1167007,2018-06-18 23:20:15:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.4,43.938,43.53796,-96.73061,1360.0,NaN,,15.3,32.258064,91.4,18 / 21,1167506,2018-06-18 23:20:15:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.37,41.855,43.53796,-96.73061,1360.0,NaN,,15.3,32.258064,91.4,18 / 21,1168006,2018-06-18 23:20:16:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.39,41.231,43.53799,-96.73058,1360.0,NaN,,14.4,29.032257,66.0,18 / 21,1168507,2018-06-18 23:20:16:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.38,40.519,43.53799,-96.73058,1360.0,NaN,,14.4,29.032257,66.0,18 / 21,1169007,2018-06-18 23:20:17:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.46,43.09,43.53802,-96.73058,1358.71,NaN,,9.0,32.258064,30.6,17 / 20,1169507,2018-06-18 23:20:17:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.39,42.916,43.53802,-96.73058,1358.71,NaN,,9.0,32.258064,30.6,17 / 20,1170007,2018-06-18 23:20:18:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.47,39.322,43.538048,-96.73058,1358.06,NaN,,7.2,32.258064,14.9,17 / 21,1170507,2018-06-18 23:20:18:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.37,38.18,43.538048,-96.73058,1358.06,NaN,,7.2,32.258064,14.9,17 / 21,1171006,2018-06-18 23:20:19:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.24,48.726,43.538063,-96.73059,1360.0,NaN,,5.4,29.032257,5.0,18 / 21,1171507,2018-06-18 23:20:19:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.14,40.932,43.538063,-96.73059,1360.0,NaN,,5.4,29.032257,5.0,18 / 21,1172008,2018-06-18 23:20:20:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.19,39.398,43.538074,-96.7306,1362.9,NaN,,2.7,29.032257,2.6,18 / 21,1172507,2018-06-18 23:20:20:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.11,40.684,43.538074,-96.7306,1362.9,NaN,,2.7,29.032257,2.6,18 / 21,1173007,2018-06-18 23:20:21:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.24,40.097,43.53809,-96.730606,1363.23,NaN,,1.8,29.032257,2.6,17 / 20,1173506,2018-06-18 23:20:21:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.27,39.76,43.53809,-96.730606,1363.23,NaN,,1.8,29.032257,2.6,17 / 20,1174007,2018-06-18 23:20:22:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.25,36.276,43.538097,-96.730606,1363.55,NaN,,1.8,32.258064,2.6,17 / 21,1174507,2018-06-18 23:20:22:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.2,36.14,43.538097,-96.730606,1363.55,NaN,,1.8,32.258064,2.6,17 / 21,1175007,2018-06-18 23:20:23:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.27,35.939,43.538097,-96.730606,1363.55,NaN,,1.8,32.258064,2.6,17 / 21,1175507,2018-06-18 23:20:23:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.31,54.503,43.538097,-96.730606,1363.55,NaN,,1.8,32.258064,2.6,17 / 21,1176007,2018-06-18 23:20:24:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.16,52.736,43.5381,-96.730606,1362.26,NaN,,1.8,32.258064,2.6,17 / 21,1176507,2018-06-18 23:20:24:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.26,51.236,43.5381,-96.730606,1362.26,1473.7187804552757,,1.8,32.258064,2.6,17 / 21,1177007,2018-06-18 23:20:25:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.2,47.372,43.5381,-96.730606,1362.26,1473.7187804552757,,1.8,32.258064,2.6,16 / 21,1177507,2018-06-18 23:20:25:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.22,39.668,43.5381,-96.730606,1362.26,1473.7187804552757,,1.8,32.258064,2.6,16 / 21,1178008,2018-06-18 23:20:26:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.25,36.218,43.538105,-96.73061,1362.9,1473.7187804552757,,0.0,29.032257,,16 / 21,1178507,2018-06-18 23:20:26:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.19,36.433,43.538105,-96.73061,1362.9,1473.7187804552757,,0.0,29.032257,,16 / 21,1179008,2018-06-18 23:20:27:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.22,35.792,43.538105,-96.73061,1362.9,1473.7187804552757,,0.0,29.032257,,16 / 22,1179507,2018-06-18 23:20:27:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.16,36.689,43.538105,-96.73061,1362.9,1473.7187804552757,,0.0,29.032257,,16 / 22,1180008,2018-06-18 23:20:28:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.23,36.461,43.53811,-96.73062,1363.23,1473.7187804552757,,0.0,29.032257,,16 / 22,1180506,2018-06-18 23:20:28:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.2,36.234,43.53811,-96.73062,1363.23,1473.7187804552757,,0.0,29.032257,,16 / 22,1181006,2018-06-18 23:20:29:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.2,35.581,43.53811,-96.73062,1363.23,1473.7187804552757,,0.0,29.032257,,16 / 22,1181507,2018-06-18 23:20:29:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.2,36.686,43.53811,-96.73062,1363.23,1473.7187804552757,,0.0,29.032257,,16 / 22,1182007,2018-06-18 23:20:30:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.23,35.739,43.53811,-96.73062,1363.23,1473.7187804552757,,0.0,29.032257,,16 / 22,1182507,2018-06-18 23:20:30:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.2,36.432,43.53811,-96.73062,1363.23,1473.7187804552757,,0.0,29.032257,,16 / 22,1183008,2018-06-18 23:20:31:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.13,57.88,43.53811,-96.73062,1363.23,1473.7187804552757,,0.0,29.032257,,16 / 22,1183506,2018-06-18 23:20:31:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.16,57.533,43.53811,-96.73062,1363.23,1473.7187804552757,,0.0,29.032257,,16 / 22,1184007,2018-06-18 23:20:32:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.19,56.414,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,16 / 22,1184507,2018-06-18 23:20:32:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.28,36.394,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,16 / 22,1185007,2018-06-18 23:20:33:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.17,38.828,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,15 / 21,1185507,2018-06-18 23:20:33:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.32,39.706,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,15 / 21,1186007,2018-06-18 23:20:34:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.24,36.684,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,15 / 21,1186508,2018-06-18 23:20:34:656
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.2,36.769,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,15 / 21,1187007,2018-06-18 23:20:35:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.17,36.546,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,15 / 22,1187506,2018-06-18 23:20:35:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.26,61.776,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,15 / 22,1188007,2018-06-18 23:20:36:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.18,60.275,43.538113,-96.73063,1364.19,1473.7187804552757,,0.0,29.032257,,15 / 22,1188507,2018-06-18 23:20:36:655
