ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-5.99E-4,0.25507,9.939332,-0.003196,0.004527,0.50893,6.0,34.65,2.85,-34.65,961.27,51.11284,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64909,2018-06-19 22:50:47:563
-0.069755,0.210762,9.948462,-0.001598,0.003995,0.509463,5.0,34.55,0.45,-34.75,961.27,51.11284,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65009,2018-06-19 22:50:47:663
-0.084724,0.12978,9.936038,-0.001065,0.004794,0.405599,5.0,34.7,-0.65,-34.75,961.21,51.11284,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65109,2018-06-19 22:50:47:763
-0.061522,0.182021,9.927806,0.001065,0.003196,0.378968,5.0,34.5,-1.6,-34.75,961.21,51.11284,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65210,2018-06-19 22:50:47:864
-0.054337,0.223635,9.94906,-0.002397,5.33E-4,0.35713,4.0,34.1,-3.25,-34.7,961.27,50.32007,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65310,2018-06-19 22:50:47:964
-0.044008,0.235011,9.942326,-0.003462,-0.001065,0.353135,5.0,33.8,-3.6,-34.5,961.21,50.32007,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65410,2018-06-19 22:50:48:064
-0.040715,0.223186,9.94053,-0.003995,-0.001065,0.340086,1.0,33.0,-4.55,-34.65,961.21,50.32007,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65509,2018-06-19 22:50:48:163
-0.007035,0.276026,9.947266,-0.001332,0.0,0.358461,5.0,32.65,-5.05,-34.65,961.18,50.32007,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65610,2018-06-19 22:50:48:264
-0.013622,0.235909,9.944272,-0.022637,0.016512,0.416252,5.0,32.0,-6.45,-34.6,961.18,50.37006,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65710,2018-06-19 22:50:48:364
-0.105531,0.195793,9.92092,0.022637,-0.010919,0.457797,5.0,32.0,-7.65,-34.55,961.21,50.37006,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65810,2018-06-19 22:50:48:464
-0.18741,0.167202,9.94951,-0.006125,5.33E-4,0.426638,6.0,31.6,-8.75,-34.5,961.24,50.37006,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,65909,2018-06-19 22:50:48:563
-0.078287,0.253722,9.953852,-0.019175,-0.031958,0.41279,6.0,31.25,-11.5,-34.5,961.24,50.37006,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,66009,2018-06-19 22:50:48:663
0.02425,0.237406,9.960886,0.011984,-0.007191,0.307329,5.0,31.2,-13.0,-34.65,961.27,50.37207,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,66109,2018-06-19 22:50:48:763
-0.090113,0.24983,9.965228,-0.006125,-7.99E-4,0.458863,6.0,30.75,-15.3,-34.65,961.21,50.37207,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,66209,2018-06-19 22:50:48:863
0.034578,0.145797,9.955198,-0.005859,0.002397,0.486027,6.0,30.1,-15.55,-34.5,961.2,50.37207,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,66310,2018-06-19 22:50:48:964
-0.002844,0.186812,9.958642,-0.014381,0.003196,0.415719,7.0,29.25,-17.45,-35.0,961.33,50.06093,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,66410,2018-06-19 22:50:49:064
-0.179177,0.183967,9.939182,-5.33E-4,-0.003728,0.401072,6.0,28.8,-18.2,-35.35,961.24,50.06093,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,66509,2018-06-19 22:50:49:163
0.011227,0.092358,9.971514,-0.003462,-0.001065,0.406665,6.0,28.35,-18.65,-35.05,961.21,50.06093,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,66609,2018-06-19 22:50:49:263
-0.010478,0.202828,9.956696,-0.027963,0.02024,0.377903,6.0,27.6,-19.75,-34.8,961.24,50.06093,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,66710,2018-06-19 22:50:49:364
-0.068557,0.214354,9.9543,-5.33E-4,7.99E-4,0.384294,7.0,27.0,-20.45,-34.75,961.3,51.76673,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,66809,2018-06-19 22:50:49:463
-0.0479,0.197889,9.955648,0.035686,-0.016778,0.480434,7.0,25.85,-21.3,-34.65,961.27,51.76673,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,66910,2018-06-19 22:50:49:564
-0.224234,0.248334,9.969718,-0.00506,0.011984,0.390419,7.0,25.6,-21.8,-34.5,961.3,51.76673,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,67010,2018-06-19 22:50:49:664
-0.087269,0.287702,9.96403,-2.66E-4,2.66E-4,0.401072,1.0,24.4,-22.9,-34.6,961.27,51.76673,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,67109,2018-06-19 22:50:49:763
-0.061821,0.203876,9.957294,-0.003462,0.008788,0.461526,13.0,23.85,-23.15,-34.8,961.18,49.12693,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,67210,2018-06-19 22:50:49:864
0.022603,0.224533,9.9546,0.007191,5.33E-4,0.541421,9.0,23.3,-23.5,-34.8,961.18,49.12693,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,67309,2018-06-19 22:50:49:963
-0.169298,0.032033,10.01238,-0.150202,0.11638,0.503071,11.0,22.25,-24.05,-35.0,961.27,49.12693,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,67410,2018-06-19 22:50:50:064
-0.230072,0.025148,9.903556,-0.051399,0.050067,0.214651,15.0,21.65,-24.75,-34.85,961.15,49.12693,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,67510,2018-06-19 22:50:50:164
-0.198188,0.005089,9.899364,0.143278,-0.05353,0.418915,17.0,20.6,-24.0,-34.95,961.21,51.65232,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,67610,2018-06-19 22:50:50:264
-0.28875,0.094603,10.038276,0.027963,-0.015713,0.218646,19.0,19.9,-23.95,-35.1,961.21,51.65232,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 18,67710,2018-06-19 22:50:50:364
-0.175884,0.153281,9.950708,0.019974,-0.024767,0.269246,18.0,18.2,-23.45,-34.95,961.27,51.65232,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,67809,2018-06-19 22:50:50:463
-0.030986,0.247286,9.976304,-0.001598,-0.001065,0.324906,18.0,17.75,-23.3,-34.85,961.24,50.64603,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,67909,2018-06-19 22:50:50:563
-0.128583,0.282313,9.94936,0.001864,0.0,0.349673,18.0,17.3,-23.05,-34.75,961.24,50.64603,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68009,2018-06-19 22:50:50:663
0.064815,0.219893,9.95011,-0.002663,0.005593,0.429302,18.0,16.45,-23.8,-35.2,961.27,50.64603,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68110,2018-06-19 22:50:50:764
-0.175884,0.202978,9.9546,0.005859,-0.008256,0.380832,17.0,16.0,-24.1,-35.2,961.24,50.64603,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68210,2018-06-19 22:50:50:864
-0.423918,0.050595,9.91628,-0.131028,0.1265,0.290018,18.0,15.95,-25.35,-35.15,961.23,49.1845,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68309,2018-06-19 22:50:50:963
-0.247735,0.127984,9.93993,0.070574,-0.067644,0.300138,20.0,15.8,-26.05,-35.45,961.17,49.1845,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68410,2018-06-19 22:50:51:064
-0.324525,-0.010029,9.905652,0.103064,-0.1265,0.058856,18.0,15.5,-26.75,-35.65,961.23,49.1845,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68510,2018-06-19 22:50:51:164
-0.166604,0.192949,10.02211,-0.169643,0.165382,0.041545,17.0,14.85,-27.1,-35.5,961.23,49.1845,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68610,2018-06-19 22:50:51:264
-0.343685,0.24998,9.817036,-0.061519,0.038616,0.076699,19.0,14.2,-26.7,-35.6,961.23,51.4139,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68710,2018-06-19 22:50:51:364
-0.289348,0.116757,9.970766,-0.004261,0.006125,0.104396,19.0,13.4,-26.1,-35.4,961.17,51.4139,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68809,2018-06-19 22:50:51:463
-0.318538,0.109722,9.95984,-0.004527,-0.008256,-0.04048,18.0,12.8,-26.15,-35.65,961.23,51.4139,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,68910,2018-06-19 22:50:51:564
-0.167951,0.164957,9.929152,0.057524,-0.069775,0.006658,19.0,12.0,-24.9,-35.05,961.11,52.03359,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69010,2018-06-19 22:50:51:664
-0.205523,0.171244,9.962982,0.009587,-0.030094,-0.011452,18.0,11.95,-25.0,-35.1,961.23,52.03359,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69109,2018-06-19 22:50:51:763
-0.359852,0.124092,9.942774,0.01518,-0.048736,-0.332629,18.0,11.85,-25.8,-35.3,961.23,52.03359,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69210,2018-06-19 22:50:51:864
-0.382006,0.047152,9.94996,0.011452,-0.05566,-0.614125,19.0,11.95,-26.3,-35.3,961.26,52.03359,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69309,2018-06-19 22:50:51:963
-0.063169,0.149988,9.955348,0.002663,-0.041812,-0.826645,19.0,12.35,-26.85,-35.4,961.19,50.54094,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69409,2018-06-19 22:50:52:063
-0.125888,0.252225,9.955348,-0.001598,-0.02823,-1.086303,22.0,13.15,-27.9,-35.45,961.22,50.54094,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69510,2018-06-19 22:50:52:164
-0.027842,0.275427,9.94936,0.001598,-0.030626,-1.018126,24.0,13.8,-28.35,-35.6,961.1,50.54094,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69610,2018-06-19 22:50:52:264
-0.097597,0.261806,9.95445,-0.008256,-0.008522,-0.915595,28.0,15.45,-28.55,-35.15,961.22,50.54094,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69710,2018-06-19 22:50:52:364
-0.098944,0.207169,9.9543,-0.019441,-0.026898,-0.86313,29.0,16.4,-27.6,-34.85,961.22,49.45378,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69809,2018-06-19 22:50:52:463
-0.026345,0.224533,9.948912,0.001864,-0.04048,-1.05621,31.0,18.9,-26.6,-34.7,961.16,49.45378,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,69910,2018-06-19 22:50:52:564
-0.20672,0.347577,9.942326,0.02024,-0.031159,-1.02079,60.0,20.4,-25.65,-34.6,961.16,49.45378,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70010,2018-06-19 22:50:52:664
-0.130978,0.251776,9.964478,0.003462,-0.026898,-0.947553,66.0,21.6,-24.55,-34.45,961.22,49.57984,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70110,2018-06-19 22:50:52:764
-0.024399,0.249082,9.926608,0.002397,-0.011718,-0.492152,55.0,24.25,-21.7,-34.3,961.19,49.57984,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70209,2018-06-19 22:50:52:863
-0.080982,0.224683,9.948462,-0.006924,-0.018908,-0.492951,6.0,25.9,-21.05,-34.3,961.25,49.57984,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70310,2018-06-19 22:50:52:964
-0.088915,0.223485,9.943374,0.002397,-0.023702,-0.669519,1.0,28.7,-19.3,-34.6,961.22,49.57984,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70410,2018-06-19 22:50:53:064
-0.124391,0.227677,9.943822,-0.006658,-0.023968,-0.79735,4.0,29.6,-18.05,-34.6,961.22,50.44368,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70509,2018-06-19 22:50:53:163
0.048349,0.198787,9.971964,-0.006125,-0.044741,-0.831705,4.0,31.35,-15.65,-34.9,961.22,50.44368,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70609,2018-06-19 22:50:53:263
-0.003742,0.20702,9.954,0.003196,-0.02024,-0.913731,5.0,32.35,-14.75,-35.1,961.25,50.44368,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70710,2018-06-19 22:50:53:364
0.066162,0.215402,9.956994,0.003728,-0.020773,-0.935835,4.0,32.8,-12.55,-34.8,961.25,50.44368,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70809,2018-06-19 22:50:53:463
-0.266147,0.22618,9.950258,-0.002397,-0.023702,-0.965662,1.0,33.7,-8.65,-34.8,961.19,51.39202,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,70910,2018-06-19 22:50:53:564
-0.065414,0.279319,9.93993,0.006658,-0.020506,-0.935568,1.0,34.05,-6.8,-34.8,961.31,51.39202,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71011,2018-06-19 22:50:53:665
-0.238754,0.263452,9.956696,-0.005593,-0.013848,-1.27592,1.0,34.5,-2.15,-34.65,961.19,51.39202,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71112,2018-06-19 22:50:53:766
-0.496667,0.202679,9.9302,0.055127,-0.072971,-1.92227,5.0,34.25,0.25,-34.5,961.19,51.39202,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71210,2018-06-19 22:50:53:864
0.193248,0.395627,9.9549,0.012517,-0.032757,-0.759267,7.0,32.85,5.75,-34.5,961.28,52.06934,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71309,2018-06-19 22:50:53:963
-0.045954,0.35596,9.94068,0.007457,-0.023702,-0.708135,6.0,31.5,9.3,-34.4,961.25,52.06934,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71410,2018-06-19 22:50:54:064
-0.177531,0.183219,9.942774,0.004527,-0.016512,-0.865794,6.0,29.75,12.6,-34.3,961.16,52.06934,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71509,2018-06-19 22:50:54:163
-0.395777,0.262554,9.936038,-0.001332,0.011984,-0.972853,7.0,25.7,19.05,-34.0,961.1,52.36605,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71609,2018-06-19 22:50:54:263
-0.330363,0.22618,9.944572,0.014914,-0.031159,-1.077249,11.0,23.3,22.05,-33.75,961.23,52.36605,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71709,2018-06-19 22:50:54:363
-0.128433,0.359403,9.953852,0.044208,-0.100667,-1.33957,27.0,18.55,26.15,-33.6,961.19,52.36605,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71810,2018-06-19 22:50:54:464
0.136815,0.372126,9.95415,0.029295,-0.094809,-0.872185,100.0,15.9,27.35,-33.65,961.16,52.36605,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,71910,2018-06-19 22:50:54:564
-0.185015,0.347727,9.952804,-0.046073,0.080427,-0.96007,133.0,10.3,28.7,-34.3,961.19,51.04936,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72010,2018-06-19 22:50:54:664
0.284259,0.159718,9.946366,0.034088,-0.092944,-0.577906,97.0,7.8,28.8,-34.8,961.22,51.04936,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72110,2018-06-19 22:50:54:764
-0.050894,0.278122,9.941128,0.002663,-0.019441,-0.444748,93.0,5.5,28.75,-35.2,961.19,51.04936,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72209,2018-06-19 22:50:54:863
-0.161065,0.360001,9.942774,-2.66E-4,-0.011984,-0.574976,93.0,1.5,28.15,-36.4,961.19,51.04936,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72310,2018-06-19 22:50:54:964
-0.16361,0.402363,9.956546,-0.010919,0.001065,-0.815726,95.0,-0.6,28.75,-36.8,961.16,51.71567,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72410,2018-06-19 22:50:55:064
-0.205523,0.249381,9.937534,0.016512,-0.052731,-1.070591,79.0,-3.95,29.6,-37.15,961.31,51.71567,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72509,2018-06-19 22:50:55:163
-0.03847,0.261806,9.942774,0.001065,-0.026898,-0.801878,77.0,-5.4,29.45,-37.4,961.25,51.71567,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72609,2018-06-19 22:50:55:263
-0.161664,0.30297,9.91643,0.003995,-0.014914,-0.466319,70.0,-8.5,30.15,-37.55,961.25,50.22774,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72710,2018-06-19 22:50:55:364
-0.269589,0.272733,9.947564,0.012517,-0.04554,-0.717456,73.0,-9.9,30.55,-37.4,961.19,50.22774,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72809,2018-06-19 22:50:55:463
-0.17319,0.207768,9.95909,-0.002663,-0.006125,-0.715325,72.0,-11.4,30.85,-37.25,961.25,50.22774,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,72910,2018-06-19 22:50:55:564
-0.127834,0.325274,9.922566,-0.008256,0.020773,-0.43809,71.0,-13.8,29.1,-36.9,961.19,50.22774,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73009,2018-06-19 22:50:55:663
-0.229622,0.305964,9.93993,0.018908,-0.053263,-0.545415,62.0,-14.7,28.0,-37.15,961.22,49.76621,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73110,2018-06-19 22:50:55:764
-0.047002,0.362696,9.937086,-0.00506,-0.006392,-0.498277,58.0,-16.05,25.55,-37.0,961.19,49.76621,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73210,2018-06-19 22:50:55:864
0.032183,0.313897,9.942474,0.002397,-0.029827,-0.460993,53.0,-17.0,24.5,-36.9,961.28,49.76621,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73309,2018-06-19 22:50:55:963
0.011077,0.340542,9.958342,-0.001065,-0.020773,-0.605336,54.0,-19.05,22.7,-37.0,961.27,49.76621,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73410,2018-06-19 22:50:56:064
-0.072449,0.210313,9.948912,7.99E-4,-0.019175,-0.592287,50.0,-20.05,22.35,-36.95,961.21,48.18114,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73511,2018-06-19 22:50:56:165
0.150737,0.479603,9.94906,-0.004794,-0.006125,-0.276969,49.0,-20.95,21.75,-36.95,961.24,48.18114,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73610,2018-06-19 22:50:56:264
-0.049697,0.294438,9.938732,-7.99E-4,-0.012783,-0.21039,49.0,-22.75,20.9,-36.4,961.21,48.18114,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73710,2018-06-19 22:50:56:364
-0.087418,0.287253,9.94068,-0.002397,-0.012517,-0.243679,49.0,-23.3,20.8,-36.4,961.24,48.18114,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73809,2018-06-19 22:50:56:463
-0.170346,0.258662,9.945768,2.66E-4,-0.013049,-0.342749,48.0,-24.1,19.8,-36.25,961.18,48.22902,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,73909,2018-06-19 22:50:56:563
-0.085323,0.302521,9.939482,-0.003196,-0.013848,-0.299606,46.0,-24.35,19.1,-36.15,961.21,48.22902,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74009,2018-06-19 22:50:56:663
-0.138761,0.203277,9.937984,-0.001864,-0.013316,-0.328368,48.0,-24.65,18.25,-36.35,961.27,48.22902,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74110,2018-06-19 22:50:56:764
-0.180225,0.198487,9.945918,-2.66E-4,-0.014647,-0.366185,47.0,-24.6,16.65,-36.4,961.15,47.11249,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74209,2018-06-19 22:50:56:863
-0.111518,0.277822,9.93559,-7.99E-4,-0.015979,-0.370446,41.0,-24.75,16.4,-36.4,961.03,47.11249,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74310,2018-06-19 22:50:56:964
-0.005089,0.368833,9.933942,-0.001332,-0.011185,-0.26818,37.0,-25.05,14.5,-36.8,961.18,47.11249,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74410,2018-06-19 22:50:57:064
-0.082478,0.314795,9.948314,-2.66E-4,-0.011452,-0.30866,41.0,-25.1,13.55,-36.8,961.3,47.11249,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74509,2018-06-19 22:50:57:163
-0.123194,0.271236,9.938434,2.66E-4,-0.010386,-0.230363,38.0,-25.55,12.95,-36.55,961.21,46.61896,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74610,2018-06-19 22:50:57:264
-0.033381,0.300725,9.932896,-0.001332,-0.011718,-0.232228,15.0,-25.75,12.05,-36.7,961.2,46.61896,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74710,2018-06-19 22:50:57:364
-0.103734,0.302371,9.927956,0.002397,-0.015979,-0.419182,15.0,-26.05,10.35,-37.05,961.3,46.61896,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74811,2018-06-19 22:50:57:465
-0.146845,0.250579,9.932146,2.66E-4,-0.017577,-0.432764,15.0,-26.2,10.05,-36.95,961.24,46.61896,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,74909,2018-06-19 22:50:57:563
-0.138462,0.292043,9.937984,-0.001598,-0.017044,-0.423176,15.0,-26.35,9.45,-36.7,961.17,47.28165,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75009,2018-06-19 22:50:57:663
0.058828,0.312101,9.941278,0.003995,-0.011718,-0.286023,14.0,-26.7,8.85,-36.75,961.21,47.28165,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75111,2018-06-19 22:50:57:765
-0.218246,0.255219,9.936188,-0.001332,-0.018109,-0.494283,14.0,-26.55,7.65,-37.0,961.11,47.28165,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75209,2018-06-19 22:50:57:863
0.002395,0.304317,9.932596,0.006658,-0.015713,-0.464722,13.0,-27.35,6.55,-36.7,961.18,47.73902,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75310,2018-06-19 22:50:57:964
-0.222138,0.24504,9.938582,0.002663,-0.020506,-0.618386,13.0,-27.75,6.0,-36.55,961.24,47.73902,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75410,2018-06-19 22:50:58:064
-0.074246,0.28875,9.93005,-0.001864,-0.019974,-0.539556,11.0,-28.45,4.5,-36.8,961.21,47.73902,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75509,2018-06-19 22:50:58:163
-0.119601,0.295336,9.937834,0.001598,-0.018376,-0.49375,11.0,-28.55,3.5,-36.85,961.3,47.73902,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75610,2018-06-19 22:50:58:264
-0.078736,0.291594,9.939632,0.002663,-0.017311,-0.450341,11.0,-28.8,2.5,-37.15,961.24,46.8297,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75710,2018-06-19 22:50:58:364
-0.055834,0.281115,9.937386,0.002929,-0.017577,-0.473776,11.0,-28.8,0.0,-37.4,961.18,46.8297,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75809,2018-06-19 22:50:58:463
-0.126337,0.294737,9.945768,0.0,-0.017843,-0.450873,11.0,-28.75,-1.65,-37.7,961.3,46.8297,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,75910,2018-06-19 22:50:58:564
-0.170495,0.252675,9.94068,0.003462,-0.015713,-0.473776,10.0,-28.7,-4.45,-38.1,961.24,46.8297,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76011,2018-06-19 22:50:58:665
-0.181872,0.285456,9.943672,-2.66E-4,-0.019175,-0.502272,9.0,-28.5,-5.6,-38.1,961.27,48.32848,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76110,2018-06-19 22:50:58:764
-0.127235,0.286804,9.95011,0.001332,-0.019974,-0.492418,9.0,-28.3,-7.3,-38.2,961.33,48.32848,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76210,2018-06-19 22:50:58:864
-0.095352,0.300725,9.941876,0.002397,-0.019974,-0.446612,8.0,-28.55,-8.2,-38.25,961.27,48.32848,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76310,2018-06-19 22:50:58:964
-0.132025,0.312251,9.943822,-7.99E-4,-0.017843,-0.382164,8.0,-28.6,-9.25,-38.3,961.17,48.00388,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76410,2018-06-19 22:50:59:064
-0.117805,0.290097,9.937086,-0.003728,-0.019707,-0.386425,7.0,-28.15,-10.75,-38.65,961.21,48.00388,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76510,2018-06-19 22:50:59:164
-0.117506,0.259261,9.927806,0.001065,-0.013582,-0.278567,7.0,-27.95,-11.45,-38.85,961.24,48.00388,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76610,2018-06-19 22:50:59:264
-0.077688,0.305964,9.944422,0.002929,-0.016512,-0.339287,6.0,-27.75,-13.1,-39.4,961.24,48.00388,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76710,2018-06-19 22:50:59:364
-0.210612,0.275876,9.928554,0.001065,-0.017044,-0.253533,6.0,-27.75,-13.75,-39.4,961.15,48.70345,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76810,2018-06-19 22:50:59:464
